x,y,parameter
341.0,428.0,1.699333730789E9
338.0,428.0,1.699333730795E9
334.0,428.0,1.6993337308040001E9
332.0,427.0,1.69933373081E9
329.0,427.0,1.699333730818E9
328.0,427.0,1.6993337308240001E9
327.0,427.0,1.6993337308370001E9
327.0,427.0,1.699333730848E9
326.0,427.0,1.699333730851E9
326.0,427.0,1.699333730859E9
325.0,427.0,1.699333730867E9
325.0,427.0,1.6993337308730001E9
324.0,427.0,1.69933373088E9
324.0,426.0,1.699333730886E9
323.0,426.0,1.699333730894E9
321.0,425.0,1.699333730901E9
318.0,425.0,1.699333730909E9
316.0,425.0,1.699333730915E9
313.0,425.0,1.699333730923E9
311.0,425.0,1.6993337309290001E9
308.0,424.0,1.699333730937E9
305.0,423.0,1.699333730943E9
303.0,423.0,1.699333730951E9
301.0,423.0,1.699333730959E9
300.0,423.0,1.699333730964E9
299.0,423.0,1.699333730971E9
298.0,422.0,1.699333730986E9
297.0,422.0,1.699333730993E9
296.0,421.0,1.699333731007E9
293.0,421.0,1.699333731014E9
291.0,421.0,1.69933373102E9
289.0,420.0,1.699333731028E9
289.0,420.0,1.699333731035E9
287.0,419.0,1.699333731042E9
285.0,419.0,1.699333731049E9
283.0,419.0,1.699333731058E9
281.0,418.0,1.699333731063E9
279.0,417.0,1.699333731069E9
279.0,417.0,1.699333731083E9
278.0,417.0,1.699333731091E9
277.0,416.0,1.699333731104E9
276.0,416.0,1.699333731111E9
274.0,415.0,1.699333731119E9
271.0,415.0,1.699333731128E9
268.0,414.0,1.699333731132E9
263.0,412.0,1.699333731139E9
259.0,411.0,1.6993337311460001E9
255.0,409.0,1.699333731152E9
253.0,409.0,1.699333731159E9
251.0,408.0,1.699333731167E9
249.0,407.0,1.699333731175E9
247.0,406.0,1.699333731181E9
246.0,405.0,1.6993337311890001E9
246.0,405.0,1.699333731195E9
245.0,405.0,1.6993337312020001E9
245.0,404.0,1.699333731209E9
243.0,403.0,1.699333731216E9
242.0,403.0,1.699333731224E9
241.0,402.0,1.699333731231E9
239.0,401.0,1.699333731239E9
238.0,401.0,1.6993337312450001E9
237.0,399.0,1.699333731251E9
234.0,399.0,1.6993337312580001E9
232.0,397.0,1.699333731264E9
231.0,397.0,1.6993337312710001E9
231.0,396.0,1.699333731278E9
229.0,395.0,1.699333731285E9
228.0,395.0,1.6993337312940001E9
227.0,394.0,1.699333731301E9
225.0,393.0,1.699333731308E9
225.0,392.0,1.699333731315E9
224.0,391.0,1.699333731322E9
223.0,391.0,1.699333731329E9
223.0,390.0,1.699333731336E9
222.0,389.0,1.699333731342E9
221.0,388.0,1.6993337313500001E9
219.0,387.0,1.699333731357E9
218.0,386.0,1.699333731364E9
215.0,385.0,1.699333731371E9
214.0,383.0,1.699333731378E9
213.0,382.0,1.699333731385E9
212.0,381.0,1.699333731392E9
211.0,379.0,1.699333731399E9
209.0,377.0,1.699333731407E9
209.0,376.0,1.699333731413E9
208.0,376.0,1.69933373142E9
207.0,375.0,1.699333731427E9
206.0,373.0,1.699333731434E9
205.0,372.0,1.699333731441E9
204.0,371.0,1.699333731448E9
203.0,370.0,1.699333731455E9
202.0,369.0,1.6993337314620001E9
201.0,366.0,1.699333731469E9
199.0,365.0,1.699333731477E9
197.0,363.0,1.699333731483E9
196.0,361.0,1.699333731491E9
195.0,359.0,1.6993337314980001E9
193.0,357.0,1.699333731504E9
193.0,355.0,1.699333731512E9
191.0,353.0,1.6993337315180001E9
189.0,351.0,1.699333731526E9
188.0,349.0,1.699333731533E9
187.0,348.0,1.69933373154E9
186.0,346.0,1.699333731547E9
185.0,343.0,1.699333731553E9
184.0,342.0,1.699333731561E9
183.0,340.0,1.699333731568E9
182.0,339.0,1.699333731575E9
181.0,337.0,1.699333731582E9
180.0,335.0,1.699333731589E9
179.0,335.0,1.6993337315970001E9
179.0,333.0,1.699333731603E9
179.0,332.0,1.6993337316100001E9
178.0,331.0,1.699333731617E9
177.0,329.0,1.699333731624E9
177.0,328.0,1.699333731631E9
176.0,327.0,1.699333731638E9
175.0,325.0,1.699333731645E9
174.0,323.0,1.699333731651E9
174.0,321.0,1.69933373166E9
173.0,319.0,1.6993337316660001E9
172.0,317.0,1.699333731673E9
171.0,315.0,1.69933373168E9
170.0,313.0,1.699333731687E9
170.0,313.0,1.699333731694E9
170.0,312.0,1.699333731708E9
169.0,311.0,1.6993337317150002E9
169.0,310.0,1.6993337317220001E9
169.0,309.0,1.699333731729E9
169.0,307.0,1.699333731736E9
168.0,306.0,1.699333731743E9
168.0,303.0,1.69933373175E9
167.0,300.0,1.6993337317580001E9
166.0,298.0,1.6993337317680001E9
166.0,295.0,1.6993337317710001E9
166.0,292.0,1.699333731778E9
165.0,289.0,1.699333731785E9
165.0,287.0,1.699333731792E9
165.0,285.0,1.6993337318E9
165.0,283.0,1.699333731807E9
165.0,282.0,1.699333731813E9
165.0,279.0,1.69933373182E9
165.0,279.0,1.699333731828E9
165.0,276.0,1.699333731834E9
165.0,275.0,1.699333731843E9
165.0,273.0,1.699333731856E9
165.0,271.0,1.6993337318630002E9
165.0,268.0,1.699333731871E9
165.0,266.0,1.699333731879E9
165.0,263.0,1.699333731884E9
165.0,260.0,1.699333731892E9
165.0,257.0,1.699333731898E9
166.0,253.0,1.699333731907E9
166.0,249.0,1.699333731913E9
166.0,248.0,1.69933373192E9
167.0,247.0,1.699333731928E9
167.0,245.0,1.699333731933E9
167.0,245.0,1.699333731948E9
167.0,243.0,1.699333731954E9
167.0,241.0,1.6993337319620001E9
167.0,239.0,1.699333731969E9
167.0,237.0,1.6993337319750001E9
168.0,235.0,1.699333731989E9
168.0,232.0,1.699333731997E9
169.0,226.0,1.699333732003E9
171.0,220.0,1.699333732011E9
173.0,216.0,1.699333732019E9
173.0,213.0,1.699333732025E9
173.0,212.0,1.699333732033E9
173.0,211.0,1.699333732047E9
173.0,211.0,1.699333732053E9
173.0,210.0,1.699333732068E9
174.0,209.0,1.699333732081E9
174.0,209.0,1.699333732088E9
