x,y,parameter
286.0,309.0,1.699934175558E9
288.0,315.0,1.699934175566E9
291.0,323.0,1.699934175573E9
293.0,330.0,1.69993417558E9
296.0,337.0,1.6999341755870001E9
299.0,344.0,1.699934175593E9
301.0,350.0,1.699934175601E9
305.0,356.0,1.699934175608E9
307.0,361.0,1.699934175614E9
310.0,366.0,1.699934175622E9
313.0,370.0,1.699934175629E9
314.0,373.0,1.699934175635E9
317.0,377.0,1.6999341756430001E9
319.0,379.0,1.69993417565E9
321.0,380.0,1.699934175657E9
322.0,383.0,1.699934175664E9
323.0,383.0,1.699934175671E9
324.0,384.0,1.699934175677E9
325.0,384.0,1.699934175683E9
325.0,384.0,1.699934175705E9
326.0,384.0,1.699934175718E9
327.0,384.0,1.6999341757250001E9
328.0,383.0,1.699934175732E9
329.0,382.0,1.69993417574E9
331.0,379.0,1.699934175746E9
333.0,377.0,1.699934175753E9
335.0,375.0,1.69993417576E9
337.0,373.0,1.699934175767E9
339.0,369.0,1.699934175774E9
341.0,365.0,1.6999341757810001E9
345.0,357.0,1.699934175788E9
347.0,351.0,1.699934175795E9
349.0,342.0,1.699934175802E9
351.0,333.0,1.699934175809E9
353.0,326.0,1.699934175816E9
355.0,319.0,1.699934175823E9
356.0,313.0,1.69993417583E9
357.0,307.0,1.6999341758370001E9
359.0,303.0,1.699934175845E9
360.0,299.0,1.699934175852E9
361.0,294.0,1.699934175859E9
364.0,288.0,1.699934175866E9
366.0,283.0,1.6999341758730001E9
369.0,277.0,1.699934175879E9
371.0,271.0,1.699934175887E9
374.0,265.0,1.699934175894E9
376.0,259.0,1.699934175901E9
379.0,253.0,1.699934175907E9
381.0,249.0,1.699934175915E9
382.0,245.0,1.699934175921E9
383.0,242.0,1.699934175928E9
385.0,240.0,1.699934175934E9
386.0,238.0,1.699934175943E9
387.0,235.0,1.699934175951E9
388.0,234.0,1.699934175957E9
389.0,233.0,1.699934175964E9
390.0,231.0,1.699934175971E9
393.0,230.0,1.699934175978E9
394.0,229.0,1.6999341759850001E9
395.0,227.0,1.699934175992E9
397.0,225.0,1.6999341759980001E9
398.0,224.0,1.699934176006E9
399.0,223.0,1.699934176012E9
400.0,223.0,1.699934176019E9
401.0,223.0,1.699934176027E9
401.0,223.0,1.699934176033E9
403.0,223.0,1.69993417604E9
403.0,223.0,1.699934176047E9
406.0,223.0,1.6999341760540001E9
408.0,225.0,1.699934176061E9
411.0,227.0,1.699934176068E9
413.0,231.0,1.699934176076E9
416.0,235.0,1.699934176082E9
419.0,241.0,1.699934176089E9
421.0,248.0,1.699934176096E9
424.0,255.0,1.699934176103E9
426.0,263.0,1.6999341761100001E9
428.0,271.0,1.699934176117E9
429.0,281.0,1.699934176124E9
432.0,292.0,1.69993417613E9
435.0,306.0,1.699934176138E9
437.0,317.0,1.699934176144E9
439.0,327.0,1.699934176152E9
442.0,337.0,1.699934176159E9
445.0,347.0,1.6999341761660001E9
447.0,355.0,1.699934176174E9
449.0,362.0,1.699934176181E9
451.0,368.0,1.699934176187E9
453.0,375.0,1.699934176195E9
455.0,381.0,1.699934176201E9
457.0,387.0,1.699934176208E9
460.0,392.0,1.699934176214E9
462.0,398.0,1.699934176221E9
465.0,405.0,1.69993417623E9
467.0,410.0,1.699934176236E9
469.0,413.0,1.699934176244E9
471.0,415.0,1.69993417625E9
473.0,417.0,1.6999341762580001E9
474.0,418.0,1.699934176265E9
475.0,419.0,1.6999341762710001E9
476.0,419.0,1.699934176278E9
477.0,419.0,1.699934176285E9
477.0,419.0,1.6999341762940001E9
479.0,419.0,1.6999341763E9
480.0,417.0,1.699934176306E9
483.0,416.0,1.699934176313E9
484.0,414.0,1.69993417632E9
487.0,411.0,1.6999341763270001E9
489.0,407.0,1.699934176334E9
492.0,403.0,1.699934176342E9
496.0,397.0,1.699934176348E9
500.0,391.0,1.699934176355E9
504.0,385.0,1.699934176362E9
508.0,378.0,1.699934176369E9
512.0,371.0,1.699934176376E9
517.0,363.0,1.6999341763830001E9
522.0,353.0,1.69993417639E9
526.0,344.0,1.699934176397E9
529.0,336.0,1.699934176404E9
533.0,329.0,1.69993417641E9
537.0,320.0,1.699934176417E9
539.0,314.0,1.699934176425E9
541.0,307.0,1.699934176432E9
544.0,301.0,1.6999341764390001E9
547.0,295.0,1.699934176446E9
549.0,289.0,1.699934176453E9
552.0,285.0,1.69993417646E9
553.0,282.0,1.699934176466E9
555.0,279.0,1.699934176474E9
556.0,275.0,1.699934176481E9
557.0,273.0,1.699934176487E9
559.0,270.0,1.699934176496E9
560.0,267.0,1.699934176502E9
562.0,262.0,1.699934176509E9
565.0,259.0,1.699934176516E9
566.0,254.0,1.699934176522E9
568.0,251.0,1.699934176529E9
569.0,247.0,1.699934176537E9
571.0,245.0,1.6999341765440001E9
573.0,243.0,1.699934176551E9
573.0,241.0,1.699934176558E9
575.0,240.0,1.6999341765640001E9
576.0,239.0,1.699934176571E9
577.0,237.0,1.699934176579E9
579.0,237.0,1.699934176586E9
