x,y,parameter
93.0,460.0,1.699330901592E9
93.0,460.0,1.699330901822E9
93.0,459.0,1.699330901839E9
93.0,453.0,1.699330901856E9
94.0,442.0,1.699330901872E9
96.0,432.0,1.699330901889E9
100.0,421.0,1.699330901905E9
105.0,407.0,1.699330901922E9
110.0,391.0,1.699330901941E9
117.0,370.0,1.699330901955E9
123.0,352.0,1.6993309019720001E9
127.0,340.0,1.699330901989E9
130.0,332.0,1.699330902006E9
131.0,328.0,1.699330902022E9
132.0,326.0,1.699330902039E9
133.0,323.0,1.699330902055E9
134.0,320.0,1.699330902072E9
135.0,317.0,1.699330902088E9
137.0,315.0,1.699330902105E9
138.0,314.0,1.699330902121E9
138.0,313.0,1.699330902139E9
139.0,313.0,1.699330902155E9
139.0,313.0,1.699330902171E9
140.0,312.0,1.699330902188E9
143.0,310.0,1.699330902205E9
150.0,307.0,1.699330902221E9
159.0,303.0,1.699330902239E9
167.0,300.0,1.699330902255E9
174.0,298.0,1.699330902273E9
177.0,297.0,1.699330902288E9
179.0,297.0,1.699330902306E9
182.0,296.0,1.699330902321E9
188.0,294.0,1.699330902339E9
198.0,293.0,1.699330902356E9
208.0,292.0,1.699330902372E9
217.0,291.0,1.699330902388E9
223.0,291.0,1.699330902405E9
227.0,291.0,1.699330902421E9
231.0,293.0,1.699330902438E9
237.0,298.0,1.699330902457E9
242.0,304.0,1.6993309024720001E9
247.0,311.0,1.699330902489E9
250.0,318.0,1.699330902506E9
252.0,326.0,1.699330902523E9
254.0,336.0,1.699330902539E9
254.0,350.0,1.699330902556E9
254.0,367.0,1.699330902571E9
254.0,387.0,1.699330902588E9
254.0,403.0,1.699330902605E9
255.0,417.0,1.699330902621E9
257.0,430.0,1.699330902639E9
261.0,441.0,1.6993309026560001E9
267.0,452.0,1.699330902675E9
273.0,462.0,1.6993309026890001E9
279.0,469.0,1.699330902706E9
287.0,476.0,1.6993309027220001E9
296.0,481.0,1.699330902739E9
306.0,483.0,1.699330902755E9
318.0,485.0,1.699330902773E9
329.0,484.0,1.699330902789E9
342.0,478.0,1.699330902805E9
358.0,466.0,1.699330902822E9
373.0,447.0,1.699330902838E9
384.0,424.0,1.699330902855E9
391.0,399.0,1.699330902872E9
392.0,376.0,1.699330902888E9
390.0,353.0,1.699330902905E9
384.0,333.0,1.699330902923E9
377.0,316.0,1.699330902938E9
370.0,301.0,1.699330902955E9
362.0,286.0,1.6993309029720001E9
352.0,273.0,1.699330902989E9
338.0,262.0,1.699330903005E9
324.0,255.0,1.699330903022E9
313.0,250.0,1.699330903039E9
304.0,245.0,1.699330903055E9
299.0,241.0,1.699330903072E9
296.0,237.0,1.6993309030900002E9
295.0,235.0,1.699330903105E9
295.0,232.0,1.699330903121E9
295.0,226.0,1.699330903138E9
298.0,218.0,1.699330903155E9
306.0,207.0,1.699330903173E9
317.0,194.0,1.699330903191E9
329.0,183.0,1.699330903205E9
341.0,175.0,1.6993309032220001E9
354.0,170.0,1.6993309032380002E9
372.0,168.0,1.699330903255E9
396.0,168.0,1.6993309032710001E9
422.0,171.0,1.699330903289E9
446.0,177.0,1.699330903306E9
466.0,184.0,1.699330903322E9
481.0,190.0,1.699330903338E9
492.0,198.0,1.699330903355E9
503.0,209.0,1.699330903371E9
513.0,224.0,1.699330903389E9
520.0,237.0,1.6993309034060001E9
524.0,248.0,1.699330903422E9
526.0,256.0,1.699330903438E9
527.0,261.0,1.699330903454E9
527.0,266.0,1.6993309034720001E9
526.0,271.0,1.6993309034880002E9
522.0,276.0,1.699330903507E9
515.0,280.0,1.6993309035210001E9
506.0,282.0,1.699330903539E9
493.0,282.0,1.699330903555E9
477.0,279.0,1.699330903573E9
464.0,274.0,1.699330903588E9
451.0,269.0,1.699330903606E9
441.0,264.0,1.699330903621E9
432.0,260.0,1.699330903638E9
426.0,257.0,1.699330903655E9
423.0,255.0,1.699330903671E9
422.0,255.0,1.699330903688E9
421.0,255.0,1.699330903705E9
420.0,258.0,1.699330903721E9
420.0,266.0,1.6993309037380002E9
420.0,278.0,1.699330903755E9
425.0,296.0,1.699330903772E9
438.0,313.0,1.699330903789E9
455.0,327.0,1.699330903805E9
471.0,336.0,1.6993309038240001E9
487.0,343.0,1.699330903839E9
502.0,349.0,1.699330903856E9
517.0,353.0,1.699330903871E9
533.0,356.0,1.699330903888E9
550.0,359.0,1.699330903905E9
567.0,362.0,1.699330903924E9
582.0,367.0,1.6993309039390001E9
598.0,376.0,1.699330903956E9
614.0,389.0,1.699330903971E9
627.0,404.0,1.6993309039880002E9
636.0,416.0,1.699330904005E9
642.0,427.0,1.699330904022E9
646.0,438.0,1.699330904039E9
647.0,449.0,1.699330904055E9
646.0,459.0,1.699330904071E9
642.0,470.0,1.699330904089E9
635.0,479.0,1.699330904104E9
629.0,486.0,1.699330904121E9
619.0,493.0,1.69933090414E9
605.0,497.0,1.699330904154E9
586.0,497.0,1.699330904171E9
564.0,493.0,1.699330904188E9
545.0,485.0,1.699330904205E9
529.0,477.0,1.699330904221E9
515.0,470.0,1.6993309042380002E9
505.0,466.0,1.699330904255E9
496.0,465.0,1.699330904272E9
489.0,464.0,1.699330904288E9
483.0,465.0,1.6993309043040001E9
478.0,469.0,1.699330904322E9
473.0,482.0,1.699330904339E9
469.0,500.0,1.699330904355E9
466.0,519.0,1.699330904372E9
464.0,534.0,1.699330904389E9
464.0,547.0,1.699330904404E9
465.0,560.0,1.699330904421E9
472.0,569.0,1.699330904438E9
491.0,576.0,1.699330904455E9
516.0,579.0,1.699330904473E9
544.0,579.0,1.69933090449E9
574.0,573.0,1.699330904505E9
604.0,562.0,1.699330904522E9
630.0,548.0,1.699330904539E9
653.0,535.0,1.699330904556E9
675.0,522.0,1.699330904572E9
690.0,513.0,1.699330904589E9
701.0,506.0,1.699330904606E9
709.0,500.0,1.699330904621E9
714.0,495.0,1.699330904638E9
717.0,488.0,1.699330904658E9
718.0,480.0,1.699330904672E9
720.0,468.0,1.6993309046890001E9
720.0,452.0,1.699330904705E9
720.0,432.0,1.699330904721E9
719.0,408.0,1.6993309047380002E9
716.0,385.0,1.699330904756E9
714.0,366.0,1.6993309047710001E9
710.0,350.0,1.699330904788E9
705.0,338.0,1.699330904805E9
696.0,326.0,1.699330904822E9
683.0,317.0,1.699330904838E9
670.0,310.0,1.699330904855E9
660.0,306.0,1.6993309048730001E9
648.0,303.0,1.699330904888E9
636.0,300.0,1.699330904905E9
626.0,299.0,1.699330904922E9
618.0,297.0,1.699330904938E9
613.0,295.0,1.699330904955E9
611.0,292.0,1.6993309049720001E9
610.0,287.0,1.6993309049880002E9
612.0,278.0,1.6993309050080001E9
617.0,263.0,1.699330905022E9
628.0,244.0,1.699330905038E9
641.0,223.0,1.699330905055E9
651.0,203.0,1.699330905073E9
657.0,186.0,1.699330905088E9
659.0,171.0,1.699330905105E9
660.0,158.0,1.699330905124E9
657.0,148.0,1.699330905138E9
649.0,138.0,1.699330905155E9
635.0,128.0,1.699330905172E9
616.0,117.0,1.699330905188E9
592.0,106.0,1.699330905205E9
567.0,96.0,1.699330905221E9
540.0,87.0,1.69933090524E9
512.0,80.0,1.699330905257E9
483.0,75.0,1.6993309052710001E9
454.0,72.0,1.6993309052910001E9
426.0,69.0,1.699330905305E9
397.0,68.0,1.699330905322E9
369.0,68.0,1.699330905338E9
334.0,68.0,1.699330905355E9
299.0,69.0,1.699330905372E9
273.0,71.0,1.699330905389E9
249.0,73.0,1.699330905405E9
231.0,74.0,1.699330905422E9
217.0,77.0,1.699330905438E9
204.0,83.0,1.699330905455E9
193.0,95.0,1.699330905471E9
183.0,110.0,1.6993309054880002E9
175.0,126.0,1.699330905506E9
169.0,139.0,1.699330905526E9
165.0,150.0,1.699330905539E9
