x,y,parameter
9.0,420.0,1.699940780845E9
9.0,419.0,1.6999407808600001E9
9.0,418.0,1.699940780877E9
9.0,413.0,1.6999407808930001E9
9.0,406.0,1.699940780911E9
9.0,400.0,1.699940780927E9
9.0,394.0,1.699940780944E9
9.0,386.0,1.699940780961E9
10.0,378.0,1.699940780977E9
13.0,369.0,1.699940780994E9
15.0,360.0,1.699940781011E9
17.0,353.0,1.699940781028E9
19.0,347.0,1.699940781045E9
20.0,342.0,1.69994078106E9
21.0,338.0,1.6999407810770001E9
22.0,335.0,1.699940781094E9
24.0,331.0,1.6999407811100001E9
26.0,326.0,1.699940781127E9
29.0,320.0,1.699940781144E9
32.0,314.0,1.69994078116E9
35.0,309.0,1.699940781177E9
37.0,306.0,1.699940781194E9
40.0,302.0,1.69994078121E9
43.0,299.0,1.699940781227E9
46.0,295.0,1.699940781244E9
50.0,291.0,1.699940781261E9
54.0,288.0,1.699940781277E9
57.0,285.0,1.6999407812940001E9
61.0,282.0,1.699940781311E9
66.0,278.0,1.6999407813270001E9
71.0,275.0,1.699940781344E9
76.0,272.0,1.699940781361E9
81.0,270.0,1.699940781377E9
86.0,269.0,1.699940781394E9
92.0,268.0,1.69994078141E9
98.0,266.0,1.699940781427E9
104.0,266.0,1.699940781444E9
110.0,266.0,1.69994078146E9
116.0,266.0,1.699940781477E9
122.0,266.0,1.699940781494E9
131.0,267.0,1.699940781511E9
140.0,269.0,1.699940781527E9
147.0,273.0,1.6999407815440001E9
155.0,277.0,1.69994078156E9
163.0,282.0,1.6999407815770001E9
169.0,286.0,1.699940781594E9
174.0,290.0,1.6999407816100001E9
179.0,294.0,1.699940781627E9
183.0,298.0,1.699940781644E9
186.0,302.0,1.69994078166E9
188.0,306.0,1.699940781677E9
189.0,309.0,1.699940781694E9
191.0,312.0,1.699940781711E9
192.0,316.0,1.699940781727E9
194.0,319.0,1.699940781743E9
195.0,323.0,1.69994078176E9
197.0,326.0,1.699940781777E9
198.0,330.0,1.6999407817940001E9
200.0,334.0,1.699940781811E9
202.0,337.0,1.6999407818270001E9
204.0,341.0,1.699940781844E9
207.0,345.0,1.6999407818600001E9
209.0,350.0,1.699940781877E9
212.0,355.0,1.699940781894E9
215.0,359.0,1.69994078191E9
218.0,363.0,1.699940781927E9
221.0,368.0,1.699940781944E9
224.0,372.0,1.699940781961E9
227.0,377.0,1.699940781977E9
230.0,382.0,1.699940781994E9
233.0,386.0,1.69994078201E9
237.0,391.0,1.699940782027E9
240.0,395.0,1.6999407820440001E9
244.0,399.0,1.699940782061E9
247.0,403.0,1.6999407820770001E9
251.0,407.0,1.699940782094E9
256.0,410.0,1.6999407821100001E9
260.0,412.0,1.699940782127E9
264.0,414.0,1.699940782144E9
268.0,415.0,1.699940782161E9
271.0,416.0,1.699940782177E9
275.0,416.0,1.699940782194E9
280.0,417.0,1.699940782211E9
285.0,417.0,1.699940782228E9
290.0,417.0,1.6999407822450001E9
294.0,417.0,1.699940782261E9
299.0,417.0,1.699940782277E9
304.0,417.0,1.6999407822940001E9
307.0,416.0,1.69994078231E9
311.0,415.0,1.6999407823270001E9
313.0,414.0,1.699940782344E9
314.0,414.0,1.6999407823600001E9
316.0,413.0,1.699940782377E9
317.0,412.0,1.699940782394E9
319.0,410.0,1.69994078241E9
322.0,407.0,1.699940782427E9
324.0,405.0,1.699940782444E9
326.0,403.0,1.699940782461E9
328.0,401.0,1.699940782477E9
330.0,399.0,1.699940782494E9
332.0,397.0,1.699940782511E9
334.0,395.0,1.699940782527E9
336.0,392.0,1.6999407825440001E9
338.0,391.0,1.699940782561E9
339.0,389.0,1.6999407825770001E9
341.0,387.0,1.699940782594E9
342.0,385.0,1.699940782611E9
344.0,382.0,1.699940782627E9
345.0,380.0,1.699940782644E9
345.0,379.0,1.699940782661E9
346.0,377.0,1.699940782677E9
347.0,375.0,1.699940782694E9
347.0,373.0,1.699940782711E9
348.0,370.0,1.699940782727E9
348.0,366.0,1.699940782744E9
348.0,363.0,1.699940782761E9
348.0,359.0,1.699940782778E9
348.0,356.0,1.6999407827940001E9
348.0,352.0,1.69994078281E9
348.0,347.0,1.6999407828270001E9
348.0,341.0,1.699940782844E9
349.0,335.0,1.6999407828600001E9
349.0,331.0,1.699940782877E9
349.0,326.0,1.699940782894E9
349.0,322.0,1.69994078291E9
350.0,317.0,1.699940782927E9
351.0,312.0,1.699940782944E9
352.0,306.0,1.699940782961E9
353.0,301.0,1.699940782977E9
355.0,296.0,1.699940782994E9
356.0,292.0,1.699940783011E9
357.0,288.0,1.699940783027E9
359.0,284.0,1.6999407830440001E9
360.0,280.0,1.699940783061E9
361.0,276.0,1.6999407830770001E9
363.0,274.0,1.699940783094E9
365.0,271.0,1.6999407831100001E9
368.0,269.0,1.699940783127E9
372.0,266.0,1.699940783144E9
377.0,264.0,1.699940783161E9
382.0,261.0,1.699940783177E9
389.0,258.0,1.699940783194E9
395.0,256.0,1.699940783211E9
402.0,254.0,1.699940783227E9
409.0,253.0,1.699940783244E9
417.0,253.0,1.69994078326E9
424.0,252.0,1.699940783277E9
430.0,252.0,1.6999407832940001E9
436.0,252.0,1.699940783311E9
442.0,253.0,1.6999407833270001E9
448.0,254.0,1.699940783344E9
454.0,256.0,1.6999407833600001E9
459.0,258.0,1.699940783377E9
464.0,260.0,1.699940783394E9
469.0,263.0,1.699940783411E9
473.0,267.0,1.699940783427E9
477.0,270.0,1.699940783444E9
480.0,274.0,1.699940783461E9
483.0,278.0,1.699940783477E9
486.0,281.0,1.699940783494E9
488.0,284.0,1.69994078351E9
489.0,285.0,1.699940783527E9
490.0,286.0,1.6999407835440001E9
490.0,286.0,1.69994078356E9
491.0,287.0,1.699940783578E9
491.0,287.0,1.699940783594E9
491.0,287.0,1.6999407836100001E9
491.0,287.0,1.699940783627E9
493.0,288.0,1.699940783644E9
